name,title,category,origin,originName,apiVersion,isDynamic,blockJson,hasRenderPhp,hasIndexPhp,hasViewJs,sourceRoot
woocommerce/product-attributes-field,Product attributes,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/attributes/block.json,False,False,False,woocommerce
woocommerce/product-attributes-field,Product attributes,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-attributes-field/block.json,False,False,False,woocommerce
woocommerce/product-average-rating,Product Average Rating (Beta),woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-average-rating/block.json,False,False,False,woocommerce
woocommerce/product-best-sellers,Best Selling Products,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-best-sellers/block.json,False,False,False,woocommerce
woocommerce/product-button,Add to Cart Button,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-button/block.json,False,False,False,woocommerce
woocommerce/product-catalog-visibility-field,Product catalog visibility,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/catalog-visibility/block.json,False,False,False,woocommerce
woocommerce/product-catalog-visibility-field,Product catalog visibility,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-catalog-visibility-field/block.json,False,False,False,woocommerce
woocommerce/product-categories,Product Categories List,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-categories/block.json,False,False,False,woocommerce
woocommerce/product-category,Products by Category,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-category/block.json,False,False,False,woocommerce
woocommerce/product-checkbox-field,Product checkbox control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/checkbox/block.json,False,False,False,woocommerce
woocommerce/product-checkbox-field,Product checkbox control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-checkbox-field/block.json,False,False,False,woocommerce
woocommerce/product-collapsible,Collapsible,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-collapsible/block.json,False,False,False,woocommerce
woocommerce/product-collapsible,Collapsible,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/collapsible/block.json,False,False,False,woocommerce
woocommerce/product-collection,Product Collection,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-collection/block.json,False,False,False,woocommerce
woocommerce/product-collection-no-results,No results,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-collection-no-results/block.json,False,False,False,woocommerce
woocommerce/product-custom-fields,Product custom fields control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-custom-fields/block.json,False,False,False,woocommerce
woocommerce/product-custom-fields,Product custom fields control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/custom-fields/block.json,False,False,False,woocommerce
woocommerce/product-custom-fields-toggle-field,Product custom fields toggle control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/custom-fields-toggle/block.json,False,False,False,woocommerce
woocommerce/product-custom-fields-toggle-field,Product custom fields toggle control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-custom-fields-toggle-field/block.json,False,False,False,woocommerce
woocommerce/product-description,Product Description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-description/block.json,False,False,False,woocommerce
woocommerce/product-description-field,Product description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-description-field/block.json,False,False,False,woocommerce
woocommerce/product-description-field,Product description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/description/block.json,False,False,False,woocommerce
woocommerce/product-details,Product Details,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-details/block.json,False,False,False,woocommerce
woocommerce/product-details-section-description,Product details section description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-details-section-description/block.json,False,False,False,woocommerce
woocommerce/product-downloads-field,Product downloads,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-downloads-field/block.json,False,False,False,woocommerce
woocommerce/product-downloads-field,Product downloads,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/downloads/block.json,False,False,False,woocommerce
woocommerce/product-filter-active,Active Filters,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-active/block.json,False,False,False,woocommerce
woocommerce/product-filter-attribute,Attribute Filter,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-attribute/block.json,False,False,False,woocommerce
woocommerce/product-filter-checkbox-list,List,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-checkbox-list/block.json,False,False,False,woocommerce
woocommerce/product-filter-chips,Chips,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-chips/block.json,False,False,False,woocommerce
woocommerce/product-filter-clear-button,Clear filters,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-clear-button/block.json,False,False,False,woocommerce
woocommerce/product-filter-price,Price Filter,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-price/block.json,False,False,False,woocommerce
woocommerce/product-filter-price-slider,Price Slider,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-price-slider/block.json,False,False,False,woocommerce
woocommerce/product-filter-rating,Rating Filter,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-rating/block.json,False,False,False,woocommerce
woocommerce/product-filter-removable-chips,Chips,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-removable-chips/block.json,False,False,False,woocommerce
woocommerce/product-filter-status,Status Filter,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-status/block.json,False,False,False,woocommerce
woocommerce/product-filter-taxonomy,Taxonomy Filter,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filter-taxonomy/block.json,False,False,False,woocommerce
woocommerce/product-filters,Product Filters,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-filters/block.json,False,False,False,woocommerce
woocommerce/product-gallery,Product Gallery,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-gallery/block.json,False,False,False,woocommerce
woocommerce/product-gallery-large-image,Viewer,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-gallery-large-image/block.json,False,False,False,woocommerce
woocommerce/product-gallery-large-image-next-previous,Next/Previous Buttons,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-gallery-large-image-next-previous/block.json,False,False,False,woocommerce
woocommerce/product-gallery-thumbnails,Thumbnails,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-gallery-thumbnails/block.json,False,False,False,woocommerce
woocommerce/product-has-variations-notice,Notice,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/notice-has-variations/block.json,False,False,False,woocommerce
woocommerce/product-has-variations-notice,Notice,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-has-variations-notice/block.json,False,False,False,woocommerce
woocommerce/product-image,Product Image,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-image/block.json,False,False,False,woocommerce
woocommerce/product-image-gallery,Product Image Gallery,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-image-gallery/block.json,False,False,False,woocommerce
woocommerce/product-images-field,Product images,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/images/block.json,False,False,False,woocommerce
woocommerce/product-images-field,Product images,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-images-field/block.json,False,False,False,woocommerce
woocommerce/product-inventory-email-field,Stock level threshold,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/inventory-email/block.json,False,False,False,woocommerce
woocommerce/product-inventory-email-field,Stock level threshold,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-inventory-email-field/block.json,False,False,False,woocommerce
woocommerce/product-inventory-quantity-field,Product inventory quantity available,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-inventory-quantity-field/block.json,False,False,False,woocommerce
woocommerce/product-inventory-quantity-field,Product inventory quantity available,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/inventory-quantity/block.json,False,False,False,woocommerce
woocommerce/product-linked-list-field,Linked product list,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/linked-product-list/block.json,False,False,False,woocommerce
woocommerce/product-linked-list-field,Linked product list,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-linked-list-field/block.json,False,False,False,woocommerce
woocommerce/product-list-field,Product list,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-list-field/block.json,False,False,False,woocommerce
woocommerce/product-list-field,Product list,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-list/block.json,False,False,False,woocommerce
woocommerce/product-meta,Product Meta,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-meta/block.json,False,False,False,woocommerce
woocommerce/product-name-field,Product name,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-name-field/block.json,False,False,False,woocommerce
woocommerce/product-name-field,Product name,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/name/block.json,False,False,False,woocommerce
woocommerce/product-new,Newest Products,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-new/block.json,False,False,False,woocommerce
woocommerce/product-notice-field,Product notice field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-notice-field/block.json,False,False,False,woocommerce
woocommerce/product-notice-field,Product notice field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/notice/block.json,False,False,False,woocommerce
woocommerce/product-number-field,Product number control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-number-field/block.json,False,False,False,woocommerce
woocommerce/product-number-field,Product number control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/number/block.json,False,False,False,woocommerce
woocommerce/product-on-sale,On Sale Products,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-on-sale/block.json,False,False,False,woocommerce
woocommerce/product-password-field,Product password,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/password/block.json,False,False,False,woocommerce
woocommerce/product-password-field,Product password,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-password-field/block.json,False,False,False,woocommerce
woocommerce/product-price,Product Price,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-price/block.json,False,False,False,woocommerce
woocommerce/product-pricing-field,Product pricing,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-pricing-field/block.json,False,False,False,woocommerce
woocommerce/product-pricing-field,Product pricing,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/pricing/block.json,False,False,False,woocommerce
woocommerce/product-radio-field,Product radio control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/radio/block.json,False,False,False,woocommerce
woocommerce/product-radio-field,Product radio control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-radio-field/block.json,False,False,False,woocommerce
woocommerce/product-rating,Product Rating,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-rating/block.json,False,False,False,woocommerce
woocommerce/product-rating-counter,Product Rating Counter,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-rating-counter/block.json,False,False,False,woocommerce
woocommerce/product-rating-stars,Product Rating Stars,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-rating-stars/block.json,False,False,False,woocommerce
woocommerce/product-regular-price-field,Product regular price,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-regular-price-field/block.json,False,False,False,woocommerce
woocommerce/product-regular-price-field,Product regular price,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/regular-price/block.json,False,False,False,woocommerce
woocommerce/product-results-count,Product Results Count,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-results-count/block.json,False,False,False,woocommerce
woocommerce/product-review-author-name,Review Author Name,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-review-author-name/block.json,False,False,False,woocommerce
woocommerce/product-review-content,Review Content,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-review-content/block.json,False,False,False,woocommerce
woocommerce/product-review-date,Review Date,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-review-date/block.json,False,False,False,woocommerce
woocommerce/product-review-form,Reviews Form,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-review-form/block.json,False,False,False,woocommerce
woocommerce/product-review-rating,Review Rating,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-review-rating/block.json,False,False,False,woocommerce
woocommerce/product-review-template,Reviews Template,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-review-template/block.json,False,False,False,woocommerce
woocommerce/product-reviews,Product Reviews,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-reviews/block.json,False,False,False,woocommerce
woocommerce/product-reviews-pagination,Reviews Pagination,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-reviews-pagination/block.json,False,False,False,woocommerce
woocommerce/product-reviews-pagination-next,Reviews Next Page,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-reviews-pagination-next/block.json,False,False,False,woocommerce
woocommerce/product-reviews-pagination-numbers,Reviews Page Numbers,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-reviews-pagination-numbers/block.json,False,False,False,woocommerce
woocommerce/product-reviews-pagination-previous,Reviews Previous Page,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-reviews-pagination-previous/block.json,False,False,False,woocommerce
woocommerce/product-reviews-title,Reviews Title,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-reviews-title/block.json,False,False,False,woocommerce
woocommerce/product-sale-badge,On-Sale Badge,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-sale-badge/block.json,False,False,False,woocommerce
woocommerce/product-sale-price-field,Product sale price,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/sale-price/block.json,False,False,False,woocommerce
woocommerce/product-sale-price-field,Product sale price,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-sale-price-field/block.json,False,False,False,woocommerce
woocommerce/product-schedule-sale-fields,Product schedule sale fields,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/schedule-sale/block.json,False,False,False,woocommerce
woocommerce/product-schedule-sale-fields,Product schedule sale fields,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-schedule-sale-fields/block.json,False,False,False,woocommerce
woocommerce/product-section,Product section,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/section/block.json,False,False,False,woocommerce
woocommerce/product-section,Product section,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-section/block.json,False,False,False,woocommerce
woocommerce/product-section-description,Product section description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/section-description/block.json,False,False,False,woocommerce
woocommerce/product-section-description,Product section description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-section-description/block.json,False,False,False,woocommerce
woocommerce/product-select-field,Product select field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-select-field/block.json,False,False,False,woocommerce
woocommerce/product-select-field,Product select field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/select/block.json,False,False,False,woocommerce
woocommerce/product-shipping-class-field,Product shipping class field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/shipping-class/block.json,False,False,False,woocommerce
woocommerce/product-shipping-class-field,Product shipping class field,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-shipping-class-field/block.json,False,False,False,woocommerce
woocommerce/product-shipping-dimensions-fields,Product shipping dimensions fields,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/shipping-dimensions/block.json,False,False,False,woocommerce
woocommerce/product-shipping-dimensions-fields,Product shipping dimensions fields,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-shipping-dimensions-fields/block.json,False,False,False,woocommerce
woocommerce/product-single-variation-notice,Notice,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-single-variation-notice/block.json,False,False,False,woocommerce
woocommerce/product-single-variation-notice,Notice,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/notice-edit-single-variation/block.json,False,False,False,woocommerce
woocommerce/product-sku,Product SKU,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-sku/block.json,False,False,False,woocommerce
woocommerce/product-sku-field,Product text control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/inventory-sku/block.json,False,False,False,woocommerce
woocommerce/product-sku-field,Product text control,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-sku-field/block.json,False,False,False,woocommerce
woocommerce/product-specifications,Product Specifications,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-specifications/block.json,False,False,False,woocommerce
woocommerce/product-stock-indicator,Product Stock Indicator,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-stock-indicator/block.json,False,False,False,woocommerce
woocommerce/product-subsection,Product subsection,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/subsection/block.json,False,False,False,woocommerce
woocommerce/product-subsection,Product subsection,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-subsection/block.json,False,False,False,woocommerce
woocommerce/product-subsection-description,Product subsection description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-subsection-description/block.json,False,False,False,woocommerce
woocommerce/product-subsection-description,Product subsection description,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/subsection-description/block.json,False,False,False,woocommerce
woocommerce/product-summary,Product Summary,woocommerce-product-elements,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-summary/block.json,False,False,False,woocommerce
woocommerce/product-summary-field,Product summary,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-summary-field/block.json,False,False,False,woocommerce
woocommerce/product-summary-field,Product summary,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/summary/block.json,False,False,False,woocommerce
woocommerce/product-tab,Product tab,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/tab/block.json,False,False,False,woocommerce
woocommerce/product-tab,Product tab,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/generic/product-tab/block.json,False,False,False,woocommerce
woocommerce/product-tag,Products by Tag,woocommerce,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/blocks/product-tag/block.json,False,False,False,woocommerce
woocommerce/product-tag-field,Product Tag,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/product-tag-field/block.json,False,False,False,woocommerce
woocommerce/product-tag-field,Product Tag,widgets,external,,3,False,/Users/stephenfeather/Development/wp-block-catalog/artifacts/woocommerce/woocommerce/assets/client/admin/product-editor/blocks/product-fields/tag/block.json,False,False,False,woocommerce
